review,sentiment
"The movie actually has a fairly good story, but gets bogged down in several key places. It's almost as if the director threw the movie together without taking the time to make some essential cuts in the film. Dennis Quaid does a fairly decent job in his role... but something is clearly missing from several key scenes.<br /><br />This 2.5 hour movie could have been reduced to about a 2 hour movie. And probably would have been a much better film had it not had the feel as if it was thrown together.<br /><br />",positive
"I saw the premier of this movie during the 2005 Phoenix Film Festival and was very impressed with the skill Director, Jeff Hare, exhibited in bringing this timely topic to the screen. The cast of characters meshed perfectly and allowed us to examine the issue of a senior wishing to die on ""his own terms"" in a very warm and humorous way. Peter Falk was brilliant as Morris and the supporting group of family members and friends were perfectly cast in their roles. The interaction of the family, friends and outsiders with Morris created a realistic view of how families address the issue of their parents aging and their wishes to die with dignity.<br /><br />Although this movie is ostensibly a movie about a Jewish Actor and his family, it is truly a movie about all families. The jokes the family and Morris crack during this romp through the life of a ""Force of Nature"" are fresh and realistic. Childhood rivalries, adult successes and failures, and hope for the children are integral to this screenplay. While many will question how you can make the topic of suicide ""humorous"", I thought the treatment logical and timely. If you are not afraid to shed a few tears or laugh at the quips of a family struggling with this issue, then you MUST SEE THIS MOVIE.<br /><br />The movie was awarded ""Best Picture"" at the Phoenix Film Festival.",positive
"It would be wrong and reprehensible of me to advise you to watch Killjoy 2, you must have better things to do, washing the car, throwing stones in a stream, but at the same time it's nowhere near as awful as you probably think it is. It's almost a proper film, which a lot more than most straight-to-DVD sludge can manage. Killjoy 2 is helped a great deal by Trent Haaga's manic turn as the eponymous clown, he throws himself into the role with such fevered abandonment that he almost tips the scales in the movie's favour, but, of course, it takes more than one man in big shoes. Tammi Sutton gives the most entertaining director cameo since Roger Corman in Creature from the Haunted Sea and the whole thing is nearly destroyed by the rushed, sugary ending. All over the place and almost good fun.",negative
"Within the first 5 minutes of this movie I knew I was in for one of those ""pick at the faults"" kinda movie. The acting was terrible, the script was even worse. Who ever let these people write write such crap for a movie need to be feed the Komodo's themselves. With Russian Mig jets posing as U.S. Air Force jets, and pistols that can miraculously shoot 50 - 60 rounds rapid fire without reloading is poor detail to any story. In one scene komodo are killing special forces troops at night, while in another they are explaining how the komodos and cobras are cold blooded and don't come out night!!!! Also with fantastic special effects available in today's movie industry, they were only average even for this low budget movie.<br /><br />All that being said, I did watch it to the end curious as to what other wonders bad film making could produce. Shame Shame Shame, for producing such rot!!!<br /><br />This movie should have been left on the cutting room floor!!!",negative
"Words fail me.<br /><br />And that isn't common.<br /><br />Done properly this could have been great, funny spoof B-movie sci-fi, but sadly, it was not to be. Rarely in the field of drama have so many competent actors struggled so vainly with such a dogs-breakfast of a script. I can only endorse the previous reviewer's comments - go clean the bathroom. In fact do ANYTHING except watch this film.<br /><br />Positives: Lucy Beeman's nose. Negatives: Everything else.<br /><br />Most apposite line: ""This isn't going anywhere"".<br /><br />If only every plastic surgeon could meet with such a fate.",negative
"Greetings again from the darkness. Director Alejandro Amenabar creates life against all odds in this based on a true story version of one man's struggle to control his destiny. The great Javier Bardem is fascinating to watch in his role as Ramon. His eyes and head movements leave little doubt what is going on in his mind. The dream and fantasy sequences are not overused so prove very effective in explaining why he wants what he wants. Rather than force us to answer the euthanasia question, the real question posed is , What is Love? At every turn we see people in love, looking for love or dying to be loved. The script is tight and keeps the film moving despite being filmed mostly in one room. The supporting cast is wonderful and we truly feel their pain and how each family member deals with Ramon's decision. This is a gem and deserves to be seen.",positive
"This movie is all about entertainment. Imagine your friends that you love spending time with, the ones that you know inside out becoming a bit silly and perhaps taking on a character or two. That's what this film is about. An inventive script and brilliantly performed. It's not about pleasing the masses with this one, it's about having fun with a bunch of brilliantly talented people. Which is what I'm sure they all thought when they signed up for it. <br /><br />The above review sounds completely unfair and I think that the person who wrote that was in the wrong frame of mind when they watched the film. In a lighthearted moment, there is great dignity in it if you care to look.<br /><br />A job well done, I thought it was a great film. I'd watch this before the North American norm any day.<br /><br />In a nutshell, it's not the best film you're ever going to see but it has a hell of a lot of moments. I haven't laughed that long in an age.",positive
"I remember that the trailer for Legend of Zu was quite impressive and being a fan of A Man Called Hero (my all time favourite), Storm Riders I decided that I must watch this one too. I know that there is way to much critcism on Ekin Cheng's acting ability everywhere but he is my favourite Hong Kong moviestar so far (way better than Nicolas Tse nevertheless)and he is one of the factors that I enjoyed this movie. Without a doubt this film is a work of art from the beginning to the end. I even thought that only the actors were real and everything else was computer generated by the end of this film. They must have put a lot of work into this one and they deserve good credit for that. The storyline of the movie was a fairytale between good and evil with a love story thrown in (I guess Ekin Cheng pulls the girls easily).The story is not very intellectual and deep but that is not what you expect when watcing an action movie. I wished there were more martial arts action with fists and fist instead of battles with magical abilities, but well that's life and it never goes the way you want it to. And why did they sound like supersonic planes in the battle through the sky in the end ? That's way too funny. Legend of Zu cannot be A Man Called Hero in my eyes but it flows like a videogame and that is not a bad thing at all. If a company decides to publish games on this movie I will not get suprised as it carries all the videogames elements. Good work. Please make more fantasy movies like this",positive
"So you think a talking parrot is not your cup of tea huh? Well, think again. Paulie is a wonderful film filled with touching moments.The characters are all lovable especially Paulie as he enters the lives of many people on his journey.It is journey worth experiencing. Don't miss it! It is available on home video.",positive
"right the hospital scene with Holly and Shannon was done brilliantly it starts off with Piper On A gurney looking very badly injured, the docs race her into a resuscitation room & they move her from the gurney onto a bed and Prue Holds Her Hand from that point on it is obvious that Piper is having a lot of trouble breathing and her lungs are failing, as she turns to beg of Prue to not leave her side she gaps ""don't go i love you and then her pulse drops and she goes into cardiac arrest & the monitor shows a clear flat line & the nurses go into full out trauma mode & bring in a defibrillator Prue Steps back from the bed in horror as the doctors desperately try to shock her dying sisters heart but there is no response and she is tragically pronounced dead well great scene well done girls",positive
"Tyra Banks needs to teach these girls that it's not all about being beautiful on the outside. The inside counts for something too. A lot of the past winners have looked semi decent but are horribly cruel and starting trouble for the other girls. I see Tyra less involved with the girls in every season. About the only thing worth watching Top Model for is Mr. Jay Manuel. Recently, Tyra had a contestant who was a pre-op transsexual. I felt that she should have done more to encourage her. It was obvious that she had insecurities about her original anatomy showing through her feminine look. Tyra should have given her tips or perhaps she could have sent resident Trannie Ms. Jay to help the girl out. Instead, the contestant was met with harsh criticism and not enough positive criticism. It's a shame because I truly enjoyed the first 3 seasons. There's a reason why Project Runway has all 4 seasons out on DVD and Top Model only has 1 season on DVD. It's called taste. Top Model seriously needs a lot of revamping an some more humanity.",negative
"During the brief period between Clint Eastwood's string of spaghetti westerns and his Dirty Harry films, he and director Don Siegel teamed up to make this unusual picture. Eastwood plays an injured Union Army corporal during the Civil War who is taken in by a southern school for girls until he recovers from his wounds. It has been a while since the young women (most of which seem to be teenagers) have had a man on the premises, so they are reluctant to turn him in to the local rebel soldiers. The resulting situations are often humorous, shocking, erotic, or even downright grotesque as Eastwood slowly regains his strength and begins to brood over the establishment.<br /><br />The basic storyline almost sounds like the makings of a porno film. We have a masculine male suddenly surrounded by young nubile women. Most of them are sexually attracted to him. And he is more than willing to spread the love amongst them. The material never really slips down to the level of ""tasteless"", however. Eastwood, Siegel, and cinematographer Bruce Surtees are such skilled filmmakers, that the film always retains its dignity.<br /><br />Eastwood's John McBurney is like no other character he has ever played. McBurney is an amoral, conniving, and lustful charlatan. He knows that most of the women, even the youngest want his bod, and he lets more than one of them have a shot at him. McBurney often uses flattery to butter the women up, then uses his rugged good looks to reel them in. He is like a drunken player at a cocktail party, often hitting on different women even in the same scene! Eventually, his lustful ways cause him great agony and loss in a way you must see for yourselves. This author would not dream of revealing the specific consequences of his actions, but there is little doubt he has them coming.<br /><br />Eastwood gives a typically great performance. He seems to be having a blast with the role until things turn really ugly, then he turns mean and ugly. Geraldine Page is a treat as the steely B*tch who runs the school. We know she wants McBurney as much as the other girls, but with her checkered past shown to us in flashbacks, we find out that isn't all she's after! Mae Mercer as a slave belonging to the school gives a great performance, too. She obviously knows McBurney is a skunk from the beginning, and she never lets his phony charm bring her guard down. This is a character you will want to know more about after the film is over. She seems to have a greater knowledge of the world than anyone else in the film.<br /><br />The Beguiled did poorly in its theatrical release. Nobody was quite sure what to make of it, and some of its content no doubt raised a few eyebrows in 1971. For example, in an early scene we see Eastwood romantically kiss a 12-yr-old girl. Is he just trying to keep her quiet when the rebel soldiers get close, or is he really enjoying it? Probably both! A fantasy sequence later on even shows Clint getting it on with not only Page, but her young assistant! Truly some interesting goings on in this one. It's a good thing Eastwood became the star he did, or this one might have been long forgotten.<br /><br />Highly recommended. 9 of 10 stars.<br /><br />The Hound.",positive
"A mix of comedy, romance, music(?!), action and horror. A knockout. This is one of the reasons people rave about Hong Kong cinema. If you're looking for something totally original, look no further. Entertainment at it's peak.",positive
"Why is it that a woman cannot be a strong character in a movie without sleeping with the leading man? The campaign manager in this movie dreams of leading Tom Sellick to the White House. It's all she can think about. So, why on earth must she have had an affair with him? It added nothing to the plot and served only to demean successful women. The only value of that tidbit was the cute ""we've all slept with your husband"" scene. <br /><br />Also, couldn't the people who made this movie have watched the national conventions they were spoofing? Airing between the two major political conventions only served to highlight their total ignorance of the nomination and selection process.",negative
"This is probably one of those films too many commented but undiscovered... This is probably one masterpiece of Spanish cinema like some Buñuel's masters-piece. ""15 days with you"" could be the better ""now and them"" re-visitation from others films of long-time ago: could be ""Midnight cowboy"" but could be also ""Les amants du Pont-Neuf"" or a realistic and non-spot-look (but most realistic) ""trainspotting"". This hard story has place to humour, love and obviously dramatic sense. In the new social Spanish cinema this little diamond could be the resurrection of the Italian neo realism mixed whit the best Ken Loach films.<br /><br />Probably the better film I discover in the last 10 years.",positive
"Filmmakers made a rather boring everyman's story look interesting and complex by focusing on his wife back at home. At the same time, we're exposed to a truly original, existential French loner. <br /><br />The film is more than a documentary. Hardly ever do I feel that I've experienced something that's accidentally profound, which makes it all the more profound.<br /><br />Film has visually interesting interior moments. Absolutely loved the journey the filmmakers took me on. (Quite a lot of Europeans in the credits). Hopefully, PBS will screen this so that it reaches a wider audience in the USA.",positive
"Went looking for this movie after i read Tom Clancy's ""Red Storm Rising"" novel. Timeless masterpiece about 13th century Russians being invaded by the Germans. Movie was made in 1938, under orders from Joseph Stalin to warn Soviets about Hitler and Germany. Battle scenes are wonderfully done, showing that you don't need computer animation to make a great fight scene. Probably Sergei Eisenstein's greatest work. Also see 'Battleship Potemkin'. Any history buff or poli-sci major should watch this movie. 10 out of 10.",positive
"Oliver Stone is not one to shy away from a movie or theme for that matter. He is eager to confront people with their fears or show them their ugly faces in the mirror. Look on his CV for proof! This movie is not an exception, quite on the contrary, it is another gem, that unfortunately not many have seen.<br /><br />As controversial movies go, this is one that you should be thankful for. A movie that should encourage you to think about you, the people next to you. The prejudices that do exist and that everyone of us has in one form or another. Either we like to admit it or not, but it is easier to categorize people and be like ""Ah he's 'xyz', yeah he must be like ..."". Now I might be reading too much into it, but I don't believe that. I believe that Oliver Stone is a very intelligent filmmaker and that he was aiming for those things. And if that's something you want to explore (as a movie or within yourself), than watch this film and be excited!",positive
"The 60´s is a well balanced mini series between historical facts and a good plot. In four deliveries, we follow a north American family, with 3 members. But we don't only see them. We also follow the story of several characters as a black reverend, an extremist student leader, and a soldier in Vietnam. The filmography is just extraordinary. In the first chapters, we see some shots of the Vietnam war, in between the scenes. The next chapter, doesn't start where the last one finished, it starts some time after, giving us a little mystery on what happened. In general, The 60´s mini series, is a must see, not only for hippies fanatics, but for everyone with little curiosity about the topic.",positive
"If you like The Three Stooges you'll undoubtedly like this 17 minute short. There were certainly some amusing moments in it, but like all the Stooges' work, this revolves around their particular style of slapstick comedy, and I have to confess that somehow the Stooges just never really did it for me. Their slapstick always seemed angry rather than funny, and even though it was obviously fake, their antics always seemed more likely to cause hurt rather than to cause laughter. In this short, the slapstick revolves around the attempts to find Shemp (who is a Professor of Music in this) a wife, because he's just inherited half a million dollars on condition that he marry within 48 hours of the will being read. One of his students is interested, but once word of the inheritance gets out , there's suddenly a long line-up of potential brides, and a pretty good cat fight emerges between them. Fans of the Stooges will enjoy. For me, it has all the elements that drive me nuts about them. 4/10",negative
"Having read another review, I thought this movie would actually be good. I do enjoy the ""B"" movies, but this couldn't even be classed as such. The photography is probably the only half-way decent thing in the movie. But the editing left much to be desired. It was very choppy and staccato. Whoever chose the music and sound did a terrible job. The music was awful, specially anything atmospheric or scene setting. If the acting had been better, they could have pulled the movie off. Unfortunately, I've seen better acting in porn flicks. If you want to see a ""B"" vampire movie, check out 'Blood Ties'. You'll be much more entertained.",negative
"This movie is about Tyrannus, a gladiator who is brought back from the dead to summon Tyrannus, a gladiator who must be brought back from the dead. Tyrannus, we learn after about an hour, is also called Demonicus. This adds much needed depth to the screenplay and calls into question our assumptions about identity, psychology and ourselves. <br /><br />The spirit of Tyrannus accomplishes his little to-do list (killing some people and saying repetitive phrases in Latin) by possessing the body of a college guy. He uses a magic mind-control helmet to do this, which the college boy willingly puts on his head, and then at several points in the movie, takes off and puts back on.<br /><br />Maria performs oral sex on a poor man's Sean Willian Scott, and Tyrannus wears the Rollerball glove. Tyrannus has his own green backlighting for no reason, and has apparently been sitting next to CG fire in an ancient concrete tunnel for centuries like this. Utter misfortune.<br /><br />This movie is empty and will hurt you. See it.",negative
"not a Larry Mcmurty masterpiece but it stands on its own as a good western, any of the lonesome doves do. who ever takes on the role of Woodrow call, does a great portrayal in their own style. It's also easy to see that they were looking to use this as a stepping stone to the t.V series (both version of it) and that the writers knew how to keep the flavor alive William Peterson was awesome in this, the geeky C.S.I guy is not the character he plays in this - this guy can do it all it seems<br /><br />it's deserve to be enjoyed by those who enjoy westerns<br /><br />4out5 stars",positive
"I agree with what so many others have said about the shallow and offensive nature of this film's examination of racism. It is baffling to me that so many people seem to have been fooled by its pretentiousness. I want to comment on the Matt Dillon character as an example of what's most infuriating about this movie. Here we have a man who -- contrasted with the film's underlying message that ""we're all a LITTLE racist"" -- effectively rapes a woman in public, cruelly humiliating her husband and deliberately goading him to make a move that, as he well knows, will lead to his arrest or even death. He does all this after pulling the couple over without any legal cause but because, as we come to understand, they are black and wealthy and he is a hurt little boy who is now the police and can therefore do as he pleases. This behavior is not a LITTLE racist. This behavior is evil. It is disturbing to me that this extreme of racism is held up next to another character's behavior -- spouting her paranoid stereotypes about gang violence -- to illustrate that everybody's a LITTLE racist. Later, we're spoon-fed some tripe about Dillon's poor old dad and how black folks drove him into the poor house. Is this supposed to explain, or worse, excuse this behavior? And is Dillon's character meant to redeem himself by committing the utterly unmotivated and unbelievable, laughably coincidental act of saving the woman he sexually assaulted the very night before? Please. The fact that so many people seem to feel some kind of self-congratulatory admiration for this film makes me feel sad about the shallowness of our understanding of racism, and our apparent lack of commitment to condemning and ending it.",negative
"I don't know how to describe this movie. It's definitely one of the weirdest movies I've seen in a long time. It is very unsettling at times but also boring in other places. The scenes of dental torture are very elaborate and may attract anyone who's into gore & splatter. I found myself holding my teeth during some of the aforementioned scenes. The clever thing about the movie is that it plays with our fears and The Dentist is therefore quite unsettling.<br /><br />The humor of the film is somehow hidden and may not be recognized by everyone. But if you're a fan of weird and strange entertainment and teeth getting drilled to dust this is just the film you were looking for.<br /><br />If you read the comment and feel somehow attracted by this kind of entertainment, give it a try!<br /><br />My rating: 4/10 (maybe a little too weird for my taste)",negative
"Still haven't read a single Dan Brown book, but I watched all his movies adaptations. I won't fall into the game to rate this one with the previous because the scope isn't really the same: actually, this one is a thriller, a race against time filled with puzzles.<br /><br />The plot is very twisted, imaginative and the cast is excellent: I never been a great fan of Hanks but he delivers well. I noticed his jeans shirt (the one spilled with blood) because I search for one like this in vain! The Italian searcher is a brilliant newcomer for me but I really applauded Ewan MacGregor portrayal: his inner faith and calm is really impressive.<br /><br />I really like the debate between science and religion. The action taking place in the Vatican, it felt like vacation. At last, I am not sure it helps to add new converts into Christianism. With all the gold and man presence displayed, any one would ask what charity means and why women are so dismissed of the church life whereas they stand for half or more the believers.",positive
"I'm certainly glad that a film was made about Carl Brashear's amazing life story. Coming as it did during the Civil Rights era, Brashear became an inspiration for people of all minority groups not willing to settle for a status expected.<br /><br />Brashear as played by Cuba Gooding, Jr. leads by example in the conduct of the life he has chosen. Very similar to Jackie Robinson who integrated baseball and made it stick by his character and conduct. As Brashear, Gooding knows that he does not want the sharecropper life that his father Carl Lumbly has and Lumbly makes it real clear to get more out of life than he's gotten.<br /><br />But while Harry Truman integrated the Armed Services after World War II, the Navy still has its restrictions. A black man can only be a cook or an officer's valet, the real fighting parts are denied him. That's not good enough for Gooding who applies to become a Navy deep sea diver.<br /><br />Once at the diving school at Bayonne, New Jersey, Gooding gets it all thrown at him, mostly by the Master Chief Petty Officer in charge, Robert DeNiro. DeNiro may have some leftover prejudices, but he's nevertheless a hero and one who can inspire if one can get passed racial divide.<br /><br />The best thing about Men Of Honor is the chemistry between DeNiro and Gooding. They certainly come from different places, but as they get to know each other, both turn out to be Men Of Honor.<br /><br />Other good performances to note are Charlize Theron as DeNiro's wife and Hal Holbrook as the head of the diving school, a guy the Navy just wish would retire for reasons you'll see.<br /><br />Men Of Honor is an inspiring story about people with courage to spare and the ability to change.",positive
"Most italian horror lovers seem to hate this movie since because it has no connection to the first two Demons films. And with the ""Demons III"" in the title, one would assume it would. The problem is that this film was never intended to be part of the Demons series. The distributors only a ""Demons III"" above its original title ""The Ogre"" to cash in on the other films popularity. The new American DVD release of this picture has the title ""Demons III: The Ogre"" on the box art but the film itself only says ""The Ogre"". I don't know if past releases had the title ""Demons III"" on the actual film itself, but this new release just seems to be a little white lie. If you can get past the ""Demons III"" in the title, you might some enjoyment in ""The Ogre"". It starts out with a creep intro, and stays pretty creep throughout. There's no gore and the film movies slowly, but I still dug it. Just don't expect it to be like the other Demons films. I give ""The Ogre"" 7 out of 10. Italian fans should try it out.",positive
"First things first, this movie is achingly beautiful. A someone who works on 3D CG films as a lighter/compositor, the visuals blew me away. Every second I was stunned by what was on screen As for the story, well, it's okay. It's not going to set the world on fire, but if you like your futuristic Blade Runner-esquire tales (and who doesn't?) then you will be fine.<br /><br />I do have to say that I felt the voice acting was particularly bland and detracted from the movie as a whole. I saw it at the cinema in English, but I am hoping that there is a French version floating around somewhere.<br /><br />Definitely worth seeing.",positive
<br /><br />Robot jox is a great little film ok some of the sets are bad and the acting is not that great but the special effects are very good for a film of this size and age. You have to remember that this film is over 10 years old now and was made very cheaply in the 1st place so you cant moan to much about the bad parts. So just sit back and watch a cool film with great big robots in it.,positive
"My interpretation is that the term 'distant' is used in the sense of the opposite of 'warm'; people who are not warm toward others. The film reminds me of the teachings of the Dalai Lama in 'The Art of Happiness' where his main point is that the key to happiness is connecting with others. Not only are the characters in the film insular, but they are also humorless, charmless, shy, quiet and unfriendly. These characteristics appear to prevent them, amongst other things, from forming and enjoying relationships and being able to talk about and deal with their problems. And as a result they are terribly unhappy. I see it as a strong vindication of the Dalai Lama's teaching (I'm not a Buddist by the way). If you are one of the people who thinks that their behavior is a natural response to living in a large city then I think you may be right but I recommend the Dalai Lama's book. City life need not be like this.<br /><br />I can see why some people found it boring - it does drag a bit in places and the characters are not particularly likable. And it does contrast to Lost In Translation where the insular characters are much more likable and do connect with one another even though they don't connect with people generally.",positive
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",negative
"As a South African, living in South Africa again after a 32 year stay in the UK, I am sorry to say that this movie is a huge disappointment. The three main problems I had with the movie was a) why Swank and Ejiofor - an American and a Nigerian - to play the leads. This country is bursting with talent and has no need of imports... b) Gillian Slovo has been trading off her Struggle credentials for years now. She's a very mediocre writer and even her novel doesn't stand up the flaccid direction of Mr Hooper... and c) Hilary Swank again, such a great actor, as proved in Million Dollar Baby (but that's Eastwood too), here dressed in the contemporary New York style whilst roaming freely around the poverty of the Karoo. Where was the consideration and sensitivity needed by the costumer and director? Yes, the film is ultimately moving - how could it not be? - but the overall mood at the conclusion is one of tremendous letdown. Heart's in the right place but needs a pace maker.",negative
"The novel is easily superior and the best parts of the film are direct translations from what Greene wrote; for instance the quiet but grim humour that breaks into the scenes with Boyer and Lorre, or the murdered-child obsession that takes over some of the plot. Where the film deviates from the novel, it tends to the ludicrous.<br /><br />However I don't want to suggest that the film is bad in any way. It always looks the part and the story stays in the mind like a good 'un. Some of the minor characters were stock actors who could turn their hand to anything.<br /><br />It's a dreadful shame that the film's not available on DVD.",positive
"This is one of the best and moodiest Vampire Tales ever! I love this movie really. The character are great, even the locations and the story. Indeed the Picture isn't a big budget production, but it is absolutely worth seeing.<br /><br />OK there are some faults (especially the Names of the Castle and the Locations) in this movie, but such mistakes are typically and are almost in every Horror Movie.<br /><br />The scenery fits perfect to the story and is close to reality,I can say that honest, because I visit them once when I was in Romania in my Vacations.<br /><br />In my opinion this is the Best Part of the Subspecies Series.",positive
"I'm sure that any legitimate submariner would happily ship out on the USOS Seaview (yes, SOS...) Why, you could play full-court basketball in the torpedo room, it's so large. And how 'bout the bay windows in the bow, the better to see giant squids or minefields that appear out of nowhere? Did I mention the colorful mess-cook with the parrot on his shoulder? And the Admiral's stateroom with what appears to be a loft? Big bleeping sub...<br /><br />OK, OK...it's never gonna win any prizes for authenticity. And if the sub is laughable, the plot is even worse. Somehow the Van Allen belts of radiation, hundreds of miles in space, have ""caught fire"" are going to make global warming look like a weenie roast. Pompous Admiral Nelson (Walter Pidgeon), along with his sidekick Lucius (Peter Lorre, looking suitably uncomfortable) hatch a scheme to put out the fire by firing a missile into its midst.<br /><br />There's plenty of intrigue (sic) along the way, with a born-again survivor (and his little dog, too!) two ""dames"" who can never leave well enough alone, a passel of ""red shirts"" who are expendable, and plot holes big enough for Godzilla to walk through. Thrill to the Seaview being chased at what looks like 60 miles per hour by another sub -- no need for advanced sonar when you can follow from 100 feet astern.<br /><br />The movie careens from one cliff-hanger to another; the payoff is so anticlimactic as to be pointless, certainly not worth the 1 hour and 50 minute wait.<br /><br />The technical adviser for this shipwreck must have been a 14-year old boy with a stack of Popular Mechanics magazines. Worth watching, if only to riff upon.",negative
"This is my kind of film. I am fascinated by strange psychotic nightmares and this movie is just that. But it is also a dark comedy. While I see it mostly as a horror/thriller, there will be others who might see it as a black dramatic comedy.<br /><br />But either way, it is a fascinating descent into madness. The ending caught me off guard, but what an ending! It leaves the viewer a lot to think about.<br /><br />Powerful performances, a complex and detailed plot, a great script filled with dread and dashes of humor, and an eerie atmosphere make this a film worth watching.<br /><br />Personally, I think that I will need to watch this several more times to pick up and understand all the subtleties that are within. But it is such a film that it will be a pleasure and not a chore so to do.",positive
"First, what is really great about this movie: <br /><br />- Ryan Reynolds, great acting! There are very few actors I really like and for now he is one of them. He has an amazing skill to impersonate characters. <br /><br />- The soundtrack! Very good music played at the right time. <br /><br />- The idea of a nine lost in his own world, incapable of leaving. <br /><br />Still, I give it only a 3 out of 10 for certain flaws: <br /><br />- Horrible second part. It seems that the director was very eager to make something new, but despite of the efforts it was really boring <br /><br />- Very annoying character Melissa. I couldn't stand the scenes with her - i.e. it was constantly annoying. She represents everything that is wrong with American woman. <br /><br />- Terrible explanation of the numbers. The director was so busy with character development, that he completely missed the point of a good story.. excuse me koalas? brr... terrible!<br /><br />This movie had great potential. The filming is nicely done, the music is really good, but nothing more.<br /><br />See it only if you are a fan of Ryan Reynolds, or have a lot of time to spare.",negative
"I watched this film in shire joy.<br /><br />This is possibly one of the best films of all time. It has a timeless value, you can get so much out of it it's amazing. There are parts that are moving, funny, and just great.<br /><br />All aspect are spot on, the portrayal of the story is perfect, every detail is 100% genuine, even small Irish subtleties have been covered.<br /><br />The use of low and high shots gives two great views on Cristy (look out for that).<br /><br />Daniel Day-Lewis's performance is incredible. I've never seen an actor do that, ever. It really is amazing.<br /><br />And it's so great to watch, it flows so well, it's probably the closest thing yo can get to real life experience. I love it.<br /><br />If you haven't seen it, you should see it. Don't have any doubts on it, there is something there for all.",positive
"If this movie was about a fictional character, the movie could stand on its own and be judged objectively. Unfortunately for the viewer, the movie is based on ""facts"" that are shaded very unfairly toward Ruben Carter. Many of the smaller facts were disregarded (Carter was NOT number one contender at the time of the murders, there is no proof at all that he saved a friend from a child molester in his youth), but some of the larger facts, like apparently being robbed of a decision to Joey Giardello because of ""racist"" judges, is inexcusable to those of us who have seen the fight on tape, and completely disrespectful to Giardello. Why Hollywood feels the need to make a hero out of someone who, at best, was in trouble and around trouble much more than any normal person should be (was arrested multiple times for beating women) is strange to me. Ruben Carter was never, by viewing his actions in the 60's and even now, when he refuses to speak to his son, a person that people can look up to. Everyone knows that Jewison can direct, and Washington can act, but why they chose this story as their vehicle is beyond me. Is Hollywood so much in need of a black hero that they need to bend the truth in all of their bio pics to make them believable? (Heres a suggestion How about Denzel playing a movie about himself? Now thats inspirational) Based on all of the inaccuracies in the movie, I would suggest passing on this one.",negative
"This movie is a shameful result of what happens when:<br /><br />A) It is written, directed and produced by an idiot. and/or B) It was rushed in production to satiate the poker/Stu Ungar craze. <br /><br />The story from beginning is uneven. Vidmer spends too much time on Ungar's childhood and not enough on some of the legendary tales -- such as counting cards, his blackjack escapades, the roll of money as id. He also leaves out mentions of other poker greats such as chip reese, brunson etc. The movie is a complete mess from beginning to end. <br /><br />If you want a more complete and accurate account, read the book One of a Kind. If you thought the movie was good, read the book and change your mind.",negative
"I was dragged to this movie about four years ago by a French actress friend of mine.<br /><br />For the first half hour I was sitting in my uncomfortable seat at the New Beverly theater in Hollywood, hating this film, hating myself and even hating the French actress. And then...<br /><br />I don't know what happened but I was pulled into the film in a way that I hadn't been in years. And this was despite the fact that one of the projectors broke and they had to do each changeover by hand. I was in the theater for close to four hours, but it was worth it. <br /><br />I believe that great movies pull you inside a world, make you a part of it and then drop you off to talk about with your friends over coffee or a drink. This film did that. It was one of the best filmgoing experiences I have ever had.<br /><br /> <br /><br />",positive
"These writers are trying to re-create the characters they have on ""scrubs"" in a different occupation however the characters they are stuck with have no charisma or acting ability not to mention the writing seems poor and effortless. These guys are trying to create something that would be good if the writing wasn't so disgusting which is leaving the shows only lifeline to be two attractive teachers that that are barely keeping it alive. The humor in this show seems like it is trying to target an audience with an I.Q. of 40 or below. Another reason why this show is becoming a failure could be that the writing on the show ""scrubs"" is excellent and this show has to follow it up leaving the viewer in an odd position not knowing whether to cry or to just lose hope in new sitcoms all together. This is just my opinion but i think these guys should stop now before they humiliate themselves anymore than they have already.",negative
"What the *bliep* is it with this movie? Couldn't they fiend a better script? All in all a 'nice' movie, but... it has been done more than once... Up till the end I thought it was okay, but... the going back to the past part... *barf* SO corny... Was waiting for the fairy god mother to appear... but wow, that didn't happen... which is good.<br /><br />I loved Big with Tom Hanks, but to see such a movie in a new form with another kid who wished that he/she is older/bigger; that just is so pasé<br /><br />Just watch till it comes out on TV. Don't get me wrong, but it ain't all that",negative
"Even though it has one of the standard ""Revenge Price Plots,"" this film is my favorite of Vincent Price's work. Gallico has that quality that is missing in so many horror film characters- likeability. When you watch it, you feel for him, you feel his frustration, the injustices against him, and you cheer him on when he goes for vengeance, even though he frightens you a little with his original fury. As the film goes on, his character becomes tragic. He's committed his murder, but now he must kill to cover that up. And again to cover that one up. And again... your stomach sinks with his soul as it goes down its spiral- like watching a beloved brother turn into a hood. Even if the revenge story is of old, the plot devices themselves are original- Gallico uses his tricks to kill in more and more inventive ways. A shame this one isn't available for home veiwing.",positive
"I know it's not original, but what the hey? What else can be said about it? I feel unutterably silly just paying any attention at all to ""From Hell It Came"". The movie makes the important political and social issue of fallout from atmospheric atomic tests seem a matter for joking and dismissal, not the concern and alarm being raised by scientists all over the world at the time.",negative
